video_path,error_flg_0,error_flg_1,error_flg_2,error_flg_3,error_flg_4
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df28e2c777a56def4942e9__RU__22__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df28e2c777a56def4942e9__RU__22__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df28f4ae5e2f24f4dc5c2b__RU__28__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df28f4ae5e2f24f4dc5c2b__RU__28__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df3111bd50ca50e2d2f8b4__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df3111bd50ca50e2d2f8b4__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df31436b6dd146c0b88bee__RU__32__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df31436b6dd146c0b88bee__RU__32__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df32d1c63f53567569b702__RU__44__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df32d1c63f53567569b702__RU__44__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df3501fe012e53e5f39854__RU__26__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df3501fe012e53e5f39854__RU__26__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df497997bb7572eaef9b29__RU__21__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df497997bb7572eaef9b29__RU__21__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df51f0f377775acb637fa2__RU__24__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df51f0f377775acb637fa2__RU__24__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df5911d1484f6a3e82d3e7__KZ__26__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df5911d1484f6a3e82d3e7__KZ__26__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df59c551e8575e5e279a55__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df59c551e8575e5e279a55__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df5ee885f04e53b46bf9f8__RU__24__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df5ee885f04e53b46bf9f8__RU__24__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df75d4d4699f24b0c7167e__RU__34__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df75d4d4699f24b0c7167e__RU__34__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df7e0eca40a048fc1fd7f5__RU__43__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df7e0eca40a048fc1fd7f5__RU__43__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df9530795ebf673bdf79b8__RU__64__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61df9530795ebf673bdf79b8__RU__64__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfa3b1fb7a17785be466dd__RU__61__FEMALE__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfa3b1fb7a17785be466dd__RU__61__FEMALE__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfaaff66f1f342b850f7c8__RU__37__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfaaff66f1f342b850f7c8__RU__37__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfb4fd05627f4adb7be948__RU__25__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfb4fd05627f4adb7be948__RU__25__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfb80277962517120755c0__RU__38__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfb80277962517120755c0__RU__38__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfb9c281f5ec052b39e6d4__RU__36__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfb9c281f5ec052b39e6d4__RU__36__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfbbecd76b943c376da046__RU__26__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfbbecd76b943c376da046__RU__26__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfbc81abad1144d52745be__RU__62__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfbc81abad1144d52745be__RU__62__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc06956fd666f55da664b__RU__35__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc06956fd666f55da664b__RU__35__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc0b00deb7069ac6d951d__RU__50__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc0b00deb7069ac6d951d__RU__50__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc0f456fd666f55da71f7__RU__23__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc0f456fd666f55da71f7__RU__23__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc6ab782e6c0a9c54c048__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc6ab782e6c0a9c54c048__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc79a1a60541d5667b08a__RU__32__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc79a1a60541d5667b08a__RU__32__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc941339e911e6a344e47__RU__19__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfc941339e911e6a344e47__RU__19__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfca9c7c50195e7fd33abe__RU__24__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfca9c7c50195e7fd33abe__RU__24__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfcd051a60541d5667f134__RU__23__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfcd051a60541d5667f134__RU__23__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfd05d56fd666f55dbae89__RU__37__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfd05d56fd666f55dbae89__RU__37__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfd073edffb82f0da7c72b__GE__25__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfd073edffb82f0da7c72b__GE__25__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfd60181f5ec052b3baa8d__RU__30__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfd60181f5ec052b3baa8d__RU__30__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfdb50bc7a4a77fd973605__RU__34__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfdb50bc7a4a77fd973605__RU__34__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfdd4fd33f493913cd298d__RU__29__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfdd4fd33f493913cd298d__RU__29__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfde38cff47c037ddda038__RU__31__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfde38cff47c037ddda038__RU__31__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfde618ccae11700c3a314__RU__51__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfde618ccae11700c3a314__RU__51__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfdee8801c1a1d105ebe80__RU__49__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfdee8801c1a1d105ebe80__RU__49__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfe06ece33fe18d0666a15__RU__29__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfe06ece33fe18d0666a15__RU__29__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfe3860569a62870238efc__RU__33__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfe3860569a62870238efc__RU__33__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfe881db636e71e154cb03__RU__35__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfe881db636e71e154cb03__RU__35__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfebddcff47c037dde51be__RU__26__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfebddcff47c037dde51be__RU__26__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfee5348a63f17cecb6c0f__RU__35__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfee5348a63f17cecb6c0f__RU__35__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfee6c52e7456f528d8a21__RU__29__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfee6c52e7456f528d8a21__RU__29__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfeebc4879da69f8d4e36f__RU__27__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dfeebc4879da69f8d4e36f__RU__27__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dff1a18ccae11700c4d91c__RU__25__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dff1a18ccae11700c4d91c__RU__25__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dff43f2e6cac25f78602e3__RU__29__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dff43f2e6cac25f78602e3__RU__29__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dff9b948a63f17cecc2eb3__RU__21__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dff9b948a63f17cecc2eb3__RU__21__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0009c2cced60f21d7e4c4__RU__47__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0009c2cced60f21d7e4c4__RU__47__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0043837c317365599d508__RU__24__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0043837c317365599d508__RU__24__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e006570569a6287025a9f6__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e006570569a6287025a9f6__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e007b32cced60f21d83d3c__BY__28__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e007b32cced60f21d83d3c__BY__28__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e008807c50195e7fd7df65__RU__25__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e008807c50195e7fd7df65__RU__25__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e00ba7fb7a17785becdea6__RU__25__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e00ba7fb7a17785becdea6__RU__25__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e01414fb7a17785bed5147__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e01414fb7a17785bed5147__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0149c81f5ec052b3f6586__RU__19__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0149c81f5ec052b3f6586__RU__19__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0150eef9e3e2ea516a544__RU__24__MALE__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0150eef9e3e2ea516a544__RU__24__MALE__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0194949ba4a1d1b560812__RU__34__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0194949ba4a1d1b560812__RU__34__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e01bb3cdc1085e987e92ed__RU__25__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e01bb3cdc1085e987e92ed__RU__25__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e021d4d4699f24b0cdf0c3__RU__19__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e021d4d4699f24b0cdf0c3__RU__19__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e022ae7c50195e7fd9d224__UA__19__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e024fe6eb6dc574168022d__RU__64__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e024fe6eb6dc574168022d__RU__64__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e025c266f1f342b85721ee__RU__23__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e025c266f1f342b85721ee__RU__23__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e02fc2795ebf673beb8d14__RU__32__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e02fc2795ebf673beb8d14__RU__32__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0346b48a63f17ced019be__RU__24__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0346b48a63f17ced019be__RU__24__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e038843c6e294b4d87fad1__RU__43__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e038843c6e294b4d87fad1__RU__43__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03a17f377775acb6bc55d__RU__23__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03a17f377775acb6bc55d__RU__23__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03b9597bb7572eaf847a2__RU__37__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03b9597bb7572eaf847a2__RU__37__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03bd16090114967b5ae7d__RU__19__MALE__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03bd16090114967b5ae7d__RU__19__MALE__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03cc7ca7f5a2f773bb9ca__RU__29__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03cc7ca7f5a2f773bb9ca__RU__29__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03ccb35c1bf224d01ba88__RU__28__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03ccb35c1bf224d01ba88__RU__28__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03e3052e7456f52911288__RU__21__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e03e3052e7456f52911288__RU__21__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0458e49ba4a1d1b580e55__RU__33__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0458e49ba4a1d1b580e55__RU__33__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e04988bc7a4a77fd9c04aa__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e04988bc7a4a77fd9c04aa__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e049b9ce33fe18d06b66e9__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e049b9ce33fe18d06b66e9__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e04ce1bfb8295c22b3bf0b__RU__38__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e04ce1bfb8295c22b3bf0b__RU__38__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e04f170deb7069ac78235b__RU__27__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e04f170deb7069ac78235b__RU__27__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e051aed33f493913d38c12__RU__53__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e051aed33f493913d38c12__RU__53__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0523635c1bf224d028df4__RU__19__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0523635c1bf224d028df4__RU__19__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e052e0ca7f5a2f773c91c9__RU__31__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e052e0ca7f5a2f773c91c9__RU__31__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e058bdf60fac64cc6cde33__RU__54__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e058bdf60fac64cc6cde33__RU__54__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e05c310deb7069ac78f883__RU__38__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e05c310deb7069ac78f883__RU__38__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e05ef37c50195e7fdd922a__RU__19__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e05ef37c50195e7fdd922a__RU__19__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e06e8aef9e3e2ea51b6140__KZ__44__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e06fa1cdc1085e98824462__RU__35__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e06fa1cdc1085e98824462__RU__35__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e077b164a9fc3864ded688__RU__33__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e077b164a9fc3864ded688__RU__33__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e079306eb6dc57416b90cd__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e079306eb6dc57416b90cd__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e07c75eb62b560cf04504e__RU__28__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e07c75eb62b560cf04504e__RU__28__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0888e73bf097f84d1206a__BY__23__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0888e73bf097f84d1206a__BY__23__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e08b1085a8547e71c6d8d3__RU__25__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e08b1085a8547e71c6d8d3__RU__25__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e093017c50195e7fdfcdc4__RU__31__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e093017c50195e7fdfcdc4__RU__31__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e095fe376127092c69c7f5__RU__33__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e095fe376127092c69c7f5__RU__33__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0a936d1484f6a3e8d00e9__MD__55__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0a936d1484f6a3e8d00e9__MD__55__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0cc40fb7a17785bf4526e__RU__19__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0cc40fb7a17785bf4526e__RU__19__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61e0d98f6eb6dc57416df2f5__RU__24__MALE__3.mp4,0,0,0,0,0
